record_species,record,order,family1,genus1,species1,family2,genus2,species2,family3,genus_species,genus3,species3,stage,n_numb,n_cat,n_comment,raw_ctm1,raw_ctm2,acclim,acclim_time,acclim_time_life_120,log_acclim_time,acclim_temp,safety,heating_rate,photoperiod,ep1,ep1_descrip,ep2,elevation,log_elevation,locality,geog_cat,abs_lat,log_abs_lat,latitude,longitude,source,comments,year,citation,reference,range,log_range,introduced,elev_min,elev_max,svl,log_svl,habitat,tmxslope,bioclim5,iucn_2014,iucn_2104risk
568_Ambystoma tigrinum,568,Caudata,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma tigrinum,Ambystoma,tigrinum,larva,10,B,N given,37,NA,Y,7,7,0.9,10,NA,0.5,12:12,S,Spasms ceased and an open mouth gape was apparent,NA,1036,3.02,"Las Cruces, New Mexico",Subtropical,32.32,1.509,32.32,-106.764,Field,NA,1973,Delson and Whitford 1973,"Delson, J., and W. G. Whitford. 1973. Critical thermal maxima in several life history stages in desert and montane populations of Ambystoma tigrinum. Herpetologica 29:352-355.",4317635,6.64,Not introduced,0,3660,265,2.42,Aquatic & terrestrial,0.019757103,34.9,Not threatened,0
569_Ambystoma tigrinum,569,Caudata,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma tigrinum,Ambystoma,tigrinum,larva,10,B,N given,38.1,NA,Y,7,7,0.9,20,NA,0.5,12:12,S,Spasms ceased and an open mouth gape was apparent,NA,1036,3.02,"Las Cruces, New Mexico",Subtropical,32.32,1.509,32.32,-106.764,Field,NA,1973,Delson and Whitford 1973,"Delson, J., and W. G. Whitford. 1973. Critical thermal maxima in several life history stages in desert and montane populations of Ambystoma tigrinum. Herpetologica 29:352-355.",4317635,6.64,Not introduced,0,3660,265,2.42,Aquatic & terrestrial,0.019757103,34.9,Not threatened,0
571_Ambystoma tigrinum,571,Caudata,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma tigrinum,Ambystoma,tigrinum,larva,8,A,N given,38.4,NA,Y,7,7,0.9,20,NA,0.5,12:12,S,Spasms ceased and an open mouth gape was apparent,NA,1036,3.02,"Las Cruces, New Mexico",Subtropical,32.32,1.509,32.32,-106.764,Field,NA,1973,Delson and Whitford 1973,"Delson, J., and W. G. Whitford. 1973. Critical thermal maxima in several life history stages in desert and montane populations of Ambystoma tigrinum. Herpetologica 29:352-355.",4317635,6.64,Not introduced,0,3660,265,2.42,Aquatic & terrestrial,0.019757103,34.9,Not threatened,0
566_Ambystoma tigrinum,566,Caudata,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma tigrinum,Ambystoma,tigrinum,larva,10,B,N given,36.6,NA,Y,7,7,0.9,10,NA,0.5,12:12,S,Spasms ceased and an open mouth gape was apparent,NA,2500,3.4,"Sacramento Mountains, New Mexico",Subtropical,33.126,1.52,33.126,-105.752,Field,NA,1973,Delson and Whitford 1973,"Delson, J., and W. G. Whitford. 1973. Critical thermal maxima in several life history stages in desert and montane populations of Ambystoma tigrinum. Herpetologica 29:352-355.",4317635,6.64,Not introduced,0,3660,265,2.42,Aquatic & terrestrial,0.019455382,26.3,Not threatened,0
567_Ambystoma tigrinum,567,Caudata,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma tigrinum,Ambystoma,tigrinum,larva,9,A,N given,38.5,NA,Y,7,7,0.9,20,NA,0.5,12:12,S,Spasms ceased and an open mouth gape was apparent,NA,2500,3.4,"Sacramento Mountains, New Mexico",Subtropical,33.126,1.52,33.126,-105.752,Field,NA,1973,Delson and Whitford 1973,"Delson, J., and W. G. Whitford. 1973. Critical thermal maxima in several life history stages in desert and montane populations of Ambystoma tigrinum. Herpetologica 29:352-355.",4317635,6.64,Not introduced,0,3660,265,2.42,Aquatic & terrestrial,0.019455382,26.3,Not threatened,0
562_Ambystoma tigrinum,562,Caudata,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma tigrinum,Ambystoma,tigrinum,Adult,8,A,Given,36.6,NA,Y,7,7,0.9,20,3.3,0.5,12:12,S,Spasms ceased and an open mouth gape was apparent,NA,1036,3.02,"Las Cruces, New Mexico",Subtropical,32.32,1.509,32.32,-106.764,Field,NA,1973,Delson and Whitford 1973,"Delson, J., and W. G. Whitford. 1973. Critical thermal maxima in several life history stages in desert and montane populations of Ambystoma tigrinum. Herpetologica 29:352-355.",4317635,6.64,Not introduced,0,3660,265,2.42,Aquatic & terrestrial,0.019757103,34.9,Not threatened,0
570_Ambystoma tigrinum,570,Caudata,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma tigrinum,Ambystoma,tigrinum,Adult,8,A,Given,36.8,NA,Y,7,7,0.9,20,3.4,0.5,12:12,S,Spasms ceased and an open mouth gape was apparent,NA,1036,3.02,"Las Cruces, New Mexico",Subtropical,32.32,1.509,32.32,-106.764,Field,NA,1973,Delson and Whitford 1973,"Delson, J., and W. G. Whitford. 1973. Critical thermal maxima in several life history stages in desert and montane populations of Ambystoma tigrinum. Herpetologica 29:352-355.",4317635,6.64,Not introduced,0,3660,265,2.42,Aquatic & terrestrial,0.019757103,34.9,Not threatened,0
565_Ambystoma tigrinum,565,Caudata,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma tigrinum,Ambystoma,tigrinum,Adult,10,B,Given,37.3,NA,Y,7,7,0.9,20,3.9,0.5,12:12,S,Spasms ceased and an open mouth gape was apparent,NA,1036,3.02,"Las Cruces, New Mexico",Subtropical,32.32,1.509,32.32,-106.764,Field,NA,1973,Delson and Whitford 1973,"Delson, J., and W. G. Whitford. 1973. Critical thermal maxima in several life history stages in desert and montane populations of Ambystoma tigrinum. Herpetologica 29:352-355.",4317635,6.64,Not introduced,0,3660,265,2.42,Aquatic & terrestrial,0.019757103,34.9,Not threatened,0
564_Ambystoma tigrinum,564,Caudata,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma tigrinum,Ambystoma,tigrinum,Adult,10,B,Given,37.5,NA,Y,7,7,0.9,10,5.7,0.5,12:12,S,Spasms ceased and an open mouth gape was apparent,NA,1036,3.02,"Las Cruces, New Mexico",Subtropical,32.32,1.509,32.32,-106.764,Field,Neotenic adults,1973,Delson and Whitford 1973,"Delson, J., and W. G. Whitford. 1973. Critical thermal maxima in several life history stages in desert and montane populations of Ambystoma tigrinum. Herpetologica 29:352-355.",4317635,6.64,Not introduced,0,3660,265,2.42,Aquatic & terrestrial,0.019757103,34.9,Not threatened,0
563_Ambystoma tigrinum,563,Caudata,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma tigrinum,Ambystoma,tigrinum,Adult,6,A,Given,38.4,NA,Y,7,7,0.9,20,5,0.5,12:12,S,Spasms ceased and an open mouth gape was apparent,NA,1036,3.02,"Las Cruces, New Mexico",Subtropical,32.32,1.509,32.32,-106.764,Field,Neotenic adults,1973,Delson and Whitford 1973,"Delson, J., and W. G. Whitford. 1973. Critical thermal maxima in several life history stages in desert and montane populations of Ambystoma tigrinum. Herpetologica 29:352-355.",4317635,6.64,Not introduced,0,3660,265,2.42,Aquatic & terrestrial,0.019757103,34.9,Not threatened,0
572_Ambystoma tigrinum,572,Caudata,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma tigrinum,Ambystoma,tigrinum,Adult,5,A,Given,36.5,NA,Y,7,7,0.9,10,11.9,0.5,12:12,S,Spasms ceased and an open mouth gape was apparent,NA,2500,3.4,"Sacramento Mountains, New Mexico",Subtropical,33.126,1.52,33.126,-105.752,Field,Neotenic adults,1973,Delson and Whitford 1973,"Delson, J., and W. G. Whitford. 1973. Critical thermal maxima in several life history stages in desert and montane populations of Ambystoma tigrinum. Herpetologica 29:352-355.",4317635,6.64,Not introduced,0,3660,265,2.42,Aquatic & terrestrial,0.019455382,26.3,Not threatened,0
573_Ambystoma tigrinum,573,Caudata,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma tigrinum,Ambystoma,tigrinum,Adult,8,A,Given,37.5,NA,Y,7,7,0.9,20,11.4,0.5,12:12,S,Spasms ceased and an open mouth gape was apparent,NA,2500,3.4,"Sacramento Mountains, New Mexico",Subtropical,33.126,1.52,33.126,-105.752,Field,Neotenic adults,1973,Delson and Whitford 1973,"Delson, J., and W. G. Whitford. 1973. Critical thermal maxima in several life history stages in desert and montane populations of Ambystoma tigrinum. Herpetologica 29:352-355.",4317635,6.64,Not introduced,0,3660,265,2.42,Aquatic & terrestrial,0.019455382,26.3,Not threatened,0
499_Anaxyrus americanus,499,Anura,Bufonidae,Bufo,americanus,Bufonidae,Bufo,americanus,Bufonidae,Anaxyrus americanus,Anaxyrus,americanus,Adult,10,B,Given,40,NA,Y,7,7,0.9,20,9.1,0.7,12:12,S,Onset of spasms,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,NA,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",5638611,6.75,Not introduced,NA,NA,113,2.05,Terrestrial,0.01137455,32,Not threatened,0
514_Anaxyrus woodhousii,514,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,Adult,10,B,Given,40.1,NA,Y,7,7,0.9,10,10.8,0.7,12:12,S,Onset of spasms,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,NA,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
528_Anaxyrus woodhousii,528,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,Adult,10,B,Given,40.6,NA,Y,7,7,0.9,20,9.7,0.7,12:12,S,Onset of spasms,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,NA,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
125_Ascaphus truei,125,Anura,Ascaphidae,Ascaphus,truei,Ascaphidae,Ascaphus,truei,Ascaphidae,Ascaphus truei,Ascaphus,truei,Adult,8,A,Given,27.5,NA,Y,7,7,0.9,0,4.3,1,NA,L,Loss of righting response,NA,1524,3.18,"Missoula, Montana",Temperate,46.989,1.672,46.989,-114.015,Field,NA,1973,Claussen 1973,"Claussen, D. L. 1973. The thermal relations of the tailed frog, Ascaphus truei, and the pacific treefrog, Hyla regilla. Comparative Biochemistry and Physiology part A 44:137-153.",303453,5.48,Not introduced,0,2500,33,1.52,Aquatic & terrestrial,0.023495798,26.6,Not threatened,0
127_Ascaphus truei,127,Anura,Ascaphidae,Ascaphus,truei,Ascaphidae,Ascaphus,truei,Ascaphidae,Ascaphus truei,Ascaphus,truei,Adult,6,A,Given,29.5,NA,Y,7,7,0.9,20,3.1,1,NA,L,Loss of righting response,NA,1524,3.18,"Missoula, Montana",Temperate,46.989,1.672,46.989,-114.015,Field,NA,1973,Claussen 1973,"Claussen, D. L. 1973. The thermal relations of the tailed frog, Ascaphus truei, and the pacific treefrog, Hyla regilla. Comparative Biochemistry and Physiology part A 44:137-153.",303453,5.48,Not introduced,0,2500,33,1.52,Aquatic & terrestrial,0.023495798,26.6,Not threatened,0
126_Ascaphus truei,126,Anura,Ascaphidae,Ascaphus,truei,Ascaphidae,Ascaphus,truei,Ascaphidae,Ascaphus truei,Ascaphus,truei,Adult,8,A,Given,29.6,NA,Y,7,7,0.9,10,4.8,1,NA,L,Loss of righting response,NA,1524,3.18,"Missoula, Montana",Temperate,46.989,1.672,46.989,-114.015,Field,NA,1973,Claussen 1973,"Claussen, D. L. 1973. The thermal relations of the tailed frog, Ascaphus truei, and the pacific treefrog, Hyla regilla. Comparative Biochemistry and Physiology part A 44:137-153.",303453,5.48,Not introduced,0,2500,33,1.52,Aquatic & terrestrial,0.023495798,26.6,Not threatened,0
422_Buergeria japonica,422,Anura,Rhacophoridae,Buergeria,japonica,Rhacophoridae,Buergeria,japonica,Rhacophoridae,Buergeria japonica,Buergeria,japonica,larva,12,B,N given,42.4,NA,Y,7,7,0.9,22,NA,0.3,12:12,L,Loss of righting response,NA,450,2.65,"Chukou, Taiwan",Subtropical,23.456,1.37,23.456,120.605,Field,NA,2001,Chen et al. 2001,"Chen, T. C., Y. C. Kam, and Y. S. Lin. 2001. Thermal physiology and reproductive phenology of Buergeria japonica (Rhacophoridae) breeding in a stream and a geothermal hotspring in Taiwan. Zoological Science 18:591-596.",27786,4.44,Not introduced,0,1800,33,1.52,Aquatic & terrestrial,0.020763505,29.4,Not threatened,0
423_Buergeria japonica,423,Anura,Rhacophoridae,Buergeria,japonica,Rhacophoridae,Buergeria,japonica,Rhacophoridae,Buergeria japonica,Buergeria,japonica,larva,12,B,N given,44,NA,Y,7,7,0.9,32,NA,0.3,12:12,L,Loss of righting response,NA,450,2.65,"Chukou, Taiwan",Subtropical,23.456,1.37,23.456,120.605,Field,NA,2001,Chen et al. 2001,"Chen, T. C., Y. C. Kam, and Y. S. Lin. 2001. Thermal physiology and reproductive phenology of Buergeria japonica (Rhacophoridae) breeding in a stream and a geothermal hotspring in Taiwan. Zoological Science 18:591-596.",27786,4.44,Not introduced,0,1800,33,1.52,Aquatic & terrestrial,0.020763505,29.4,Not threatened,0
425_Buergeria japonica,425,Anura,Rhacophoridae,Buergeria,japonica,Rhacophoridae,Buergeria,japonica,Rhacophoridae,Buergeria japonica,Buergeria,japonica,larva,12,B,N given,44,NA,Y,7,7,0.9,32,NA,0.3,12:12,L,Loss of righting response,NA,510,2.71,"Jentse, Taiwan",Subtropical,24.553,1.39,24.553,121.5,Field,NA,2001,Chen et al. 2001,"Chen, T. C., Y. C. Kam, and Y. S. Lin. 2001. Thermal physiology and reproductive phenology of Buergeria japonica (Rhacophoridae) breeding in a stream and a geothermal hotspring in Taiwan. Zoological Science 18:591-596.",27786,4.44,Not introduced,0,1800,33,1.52,Aquatic & terrestrial,0.018594638,26.9,Not threatened,0
424_Buergeria japonica,424,Anura,Rhacophoridae,Buergeria,japonica,Rhacophoridae,Buergeria,japonica,Rhacophoridae,Buergeria japonica,Buergeria,japonica,larva,12,B,N given,44.5,NA,Y,7,7,0.9,22,NA,0.3,12:12,L,Loss of righting response,NA,510,2.71,"Jentse, Taiwan",Subtropical,24.553,1.39,24.553,121.5,Field,NA,2001,Chen et al. 2001,"Chen, T. C., Y. C. Kam, and Y. S. Lin. 2001. Thermal physiology and reproductive phenology of Buergeria japonica (Rhacophoridae) breeding in a stream and a geothermal hotspring in Taiwan. Zoological Science 18:591-596.",27786,4.44,Not introduced,0,1800,33,1.52,Aquatic & terrestrial,0.018594638,26.9,Not threatened,0
426_Buergeria japonica,426,Anura,Rhacophoridae,Buergeria,japonica,Rhacophoridae,Buergeria,japonica,Rhacophoridae,Buergeria japonica,Buergeria,japonica,larva,12,B,N given,44.6,NA,Y,7,7,0.9,40,NA,0.3,12:12,L,Loss of righting response,NA,510,2.71,"Jentse, Taiwan",Subtropical,24.553,1.39,24.553,121.5,Field,NA,2001,Chen et al. 2001,"Chen, T. C., Y. C. Kam, and Y. S. Lin. 2001. Thermal physiology and reproductive phenology of Buergeria japonica (Rhacophoridae) breeding in a stream and a geothermal hotspring in Taiwan. Zoological Science 18:591-596.",27786,4.44,Not introduced,0,1800,33,1.52,Aquatic & terrestrial,0.018594638,26.9,Not threatened,0
945_Crinia signifera,945,Anura,Myobatrachidae,Crinia,signifera,Myobatrachidae,Crinia,signifera,Myobatrachidae,Crinia signifera,Crinia,signifera,Adult,1,A,Given,35.3,NA,Y,7,7,0.9,15,5.9,0.3,12:12,L,Onset of spasms,NA,111,2.05,"Gatton, Queensland",Subtropical,27.559,1.44,-27.559,152.276,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",878056,5.94,Not introduced,0,1000,33,1.52,Aquatic & terrestrial,0.018453381,31.1,Not threatened,0
100_Eleutherodactylus portoricensis,100,Anura,Leptodactylidae,Eleutherodactylus,portoricensis,Leptodactylidae,Eleutherodactylus,portoricensis,Eleutherodactylidae,Eleutherodactylus portoricensis,Eleutherodactylus,portoricensis,Adult,26,B,Given,37,NA,Y,7,7,0.9,22,6.4,1.8,0:24,S,Convulsive movements,NA,15,1.18,"Experimental station at Rio Piedras, Puerto Rico",Tropical,18.403,1.265,18.403,-66.05,Field,NA,1965,Heatwole et al. 1965,"Heatwole, H., M. Nelson, and E. Ortiz. 1965. Comparison of critical thermal maxima of two species of Puerto Rican frogs of the genus Eleutherodactylus. Physiological Zoology 38:1-8.",2117,3.33,Not introduced,273,1182,33,1.52,Terrestrial,0.002571429,31.3,Threatened,1
99_Eleutherodactylus portoricensis,99,Anura,Leptodactylidae,Eleutherodactylus,portoricensis,Leptodactylidae,Eleutherodactylus,portoricensis,Eleutherodactylidae,Eleutherodactylus portoricensis,Eleutherodactylus,portoricensis,Adult,25,B,Given,36.3,NA,Y,7,7,0.9,22,9.1,1.8,0:24,S,Convulsive movements,NA,472,2.67,"Luquillo Forest, Puerto Rico",Tropical,18.295,1.262,18.295,-65.8,Field,NA,1965,Heatwole et al. 1965,"Heatwole, H., M. Nelson, and E. Ortiz. 1965. Comparison of critical thermal maxima of two species of Puerto Rican frogs of the genus Eleutherodactylus. Physiological Zoology 38:1-8.",2117,3.33,Not introduced,273,1182,33,1.52,Terrestrial,0.007893157,27.2,Threatened,1
67_Eurycea bislineata,67,Caudata,Plethodontidae,Eurycea,bislineata,Plethodontidae,Eurycea,bislineata,Plethodontidae,Eurycea bislineata,Eurycea,bislineata,Adult,7,A,Given,35.2,NA,Y,7,7,0.9,25,5.9,0.8,12:12,L,Loss of righting response,NA,336,2.53,"Preble County, Ohio",Temperate,39.778,1.6,39.778,-84.69,Field,NA,1982,Layne and Claussen 1982,"Layne Jr, J. R., and D. L. Claussen. 1982. Seasonal variation in the thermal acclimation of critical thermal maxima (CTMax) and minima (CTMin) in the salamander Eurycea bislineata. Journal of Thermal Biology 7:29-33.",1195927,6.08,Not introduced,NA,NA,78,1.89,Terrestrial,0.003431373,29.2,Not threatened,0
62_Eurycea bislineata,62,Caudata,Plethodontidae,Eurycea,bislineata,Plethodontidae,Eurycea,bislineata,Plethodontidae,Eurycea bislineata,Eurycea,bislineata,Adult,7,A,Given,35.4,NA,Y,7,7,0.9,25,6.1,0.8,12:12,L,Loss of righting response,NA,336,2.53,"Preble County, Ohio",Temperate,39.778,1.6,39.778,-84.69,Field,NA,1982,Layne and Claussen 1982,"Layne Jr, J. R., and D. L. Claussen. 1982. Seasonal variation in the thermal acclimation of critical thermal maxima (CTMax) and minima (CTMin) in the salamander Eurycea bislineata. Journal of Thermal Biology 7:29-33.",1195927,6.08,Not introduced,NA,NA,78,1.89,Terrestrial,0.003431373,29.2,Not threatened,0
646_Hyla versicolor,646,Anura,Hylidae,Hyla,versicolor,Hylidae,Hyla,versicolor,Hylidae,Hyla versicolor,Hyla,versicolor,Adult,2,A,Given,38.7,NA,Y,7,7,0.9,22,9.8,1,NA,L,Loss of righting response,NA,24,1.38,"Ocean County, New Jersey",Temperate,39.965,1.602,39.965,-74.312,Field,NA,1988,John-Alder et al. 1988,"John-Alder, H. B., P. J. Morin, and S. Lawler. 1988. Thermal physiology, phenology, and distribution of tree frogs. American Naturalist 132:506-520.",2238329,6.35,Not introduced,NA,NA,33,1.52,Arboreal,0.022801921,29.3,Not threatened,0
944_Limnodynastes dorsalis,944,Anura,Myobatrachidae,Limnodynastes,dorsalis,Myobatrachidae,Limnodynastes,dorsalis,Limnodynastidae,Limnodynastes dorsalis,Limnodynastes,dorsalis,Adult,3,A,Given,35.3,NA,Y,7,7,0.9,15,7.3,0.3,12:12,L,Onset of spasms,NA,117,2.07,"Samford, Queensland",Subtropical,27.372,1.437,-27.372,152.867,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",324894,5.51,Not introduced,NA,600,75,1.88,Aquatic & terrestrial,0.008514606,29.5,Not threatened,0
943_Limnodynastes dorsalis,943,Anura,Myobatrachidae,Limnodynastes,dorsalis,Myobatrachidae,Limnodynastes,dorsalis,Limnodynastidae,Limnodynastes dorsalis,Limnodynastes,dorsalis,Adult,17,B,Given,35.3,NA,Y,7,7,0.9,15,8.4,0.3,12:12,L,Onset of spasms,NA,319,2.5,"Castlemaine, Victoria",Subtropical,37.064,1.569,-37.064,144.217,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",324894,5.51,Not introduced,NA,600,75,1.88,Aquatic & terrestrial,0.015527011,28.2,Not threatened,0
940_Limnodynastes peronii,940,Anura,Myobatrachidae,Limnodynastes,peronii,Myobatrachidae,Limnodynastes,peronii,Limnodynastidae,Limnodynastes peronii,Limnodynastes,peronii,Adult,44,B,Given,34.3,NA,Y,7,7,0.9,15,6.3,0.3,12:12,L,Onset of spasms,NA,64,1.81,"Brisbane, Queensland",Subtropical,27.553,1.44,-27.553,153.056,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",663231,5.82,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,7.16287e-4,29.5,Not threatened,0
