genus_species,population_id,acclim_temp,latitude,longitude,genus,species,acclim_time,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,elevation_of_collection,location_description,ref,life_stage,phylum,class,order,family,realm_specific,realm_general,notes,extractor,original_compilation,n_cat,record_number,record,family1,family2,genus2,species2,family3,genus3,species3,n_comment,raw_ctm2,acclim,acclim_time_life_120,log_acclim_time,safety,photoperiod,ep1,ep2,elevation,log_elevation,geog_cat,abs_lat,log_abs_lat,source,comments,year,citation,range,log_range,introduced,elev_min,elev_max,svl,log_svl,tmxslope,bioclim5,iucn_2014,iucn_2104risk,sampling_habitat,acclimation,rate_acclimation_c_day,methodology,length_experiment_min,body_length_mm,weight_g,phylogeny,reference,realm_general2,realm_general3,acclim_time_original,acclim_time_units
Ambystoma macrodactylum,Ambystoma macrodactylum_45.58,20,45.58,-117.17,Ambystoma,macrodactylum,14,34.4,tmax,0.71,CI,NA,critical,onset_of_rigor,0.5,NA,NA,NA,NA,2470,"Wallowa County, Oregon, USA",Howard_et_al_1983,adult,Chordata,Amphibia,Caudata,Ambystomatidae,pond,aquatic,NA,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic,Aquatic,2w,weeks
Litoria gracilenta,Litoria gracilenta_-23,15,-23,143,Litoria,gracilenta,7,37.2443,tmax,NA,NA,8,critical,righting_ability,0.3,NA,NA,NA,Summer,NA,"Southwest Queensland, Australia",Johnson_1972,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,1w,weeks
Litoria gracilenta,Litoria gracilenta_-23,15,-23,143,Litoria,gracilenta,7,37.7329,tmax,NA,NA,8,critical,righting_ability,0.3,NA,NA,NA,Summer,NA,"Southwest Queensland, Australia",Johnson_1972,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,1w,weeks
Litoria gracilenta,Litoria gracilenta_-23,15,-23,143,Litoria,gracilenta,7,37.14658,tmax,NA,NA,10,critical,righting_ability,0.3,NA,NA,NA,Summer,NA,"Southwest Queensland, Australia",Johnson_1972,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,1w,weeks
Litoria gracilenta,Litoria gracilenta_-23,15,-23,143,Litoria,gracilenta,7,38.18241,tmax,NA,NA,8,critical,righting_ability,0.3,NA,NA,NA,Summer,NA,"Southwest Queensland, Australia",Johnson_1972,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,1w,weeks
Litoria gracilenta,Litoria gracilenta_-23,15,-23,143,Litoria,gracilenta,7,37.94788,tmax,NA,NA,9,critical,righting_ability,0.3,NA,NA,NA,Summer,NA,"Southwest Queensland, Australia",Johnson_1972,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,1w,weeks
Litoria gracilenta,Litoria gracilenta_-23,15,-23,143,Litoria,gracilenta,7,38.35831,tmax,NA,NA,7,critical,righting_ability,0.3,NA,NA,NA,Summer,NA,"Southwest Queensland, Australia",Johnson_1972,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,1w,weeks
Litoria gracilenta,Litoria gracilenta_-23,15,-23,143,Litoria,gracilenta,7,37.90879,tmax,NA,NA,8,critical,righting_ability,0.3,NA,NA,NA,Summer,NA,"Southwest Queensland, Australia",Johnson_1972,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,1w,weeks
Litoria gracilenta,Litoria gracilenta_-23,15,-23,143,Litoria,gracilenta,7,37.51792,tmax,NA,NA,8,critical,righting_ability,0.3,NA,NA,NA,Summer,NA,"Southwest Queensland, Australia",Johnson_1972,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,1w,weeks
Litoria gracilenta,Litoria gracilenta_-23,15,-23,143,Litoria,gracilenta,7,37.32248,tmax,NA,NA,5,critical,righting_ability,0.3,NA,NA,NA,Summer,NA,"Southwest Queensland, Australia",Johnson_1972,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,1w,weeks
Litoria gracilenta,Litoria gracilenta_-23,15,-23,143,Litoria,gracilenta,7,36.38436,tmax,NA,NA,6,critical,righting_ability,0.3,NA,NA,NA,Summer,NA,"Southwest Queensland, Australia",Johnson_1972,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,1w,weeks
Litoria gracilenta,Litoria gracilenta_-23,15,-23,143,Litoria,gracilenta,7,38.16287,tmax,NA,NA,7,critical,righting_ability,0.3,NA,NA,NA,Summer,NA,"Southwest Queensland, Australia",Johnson_1972,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,1w,weeks
Litoria gracilenta,Litoria gracilenta_-23,15,-23,143,Litoria,gracilenta,7,35.99349,tmax,NA,NA,7,critical,righting_ability,0.3,NA,NA,NA,Summer,NA,"Southwest Queensland, Australia",Johnson_1972,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,1w,weeks
Litoria gracilenta,Litoria gracilenta_-23,25,-23,143,Litoria,gracilenta,7,37.71336,tmax,NA,NA,7,critical,righting_ability,0.3,NA,NA,NA,Summer,NA,"Southwest Queensland, Australia",Johnson_1972,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,1w,weeks
Litoria gracilenta,Litoria gracilenta_-23,25,-23,143,Litoria,gracilenta,7,37.90879,tmax,NA,NA,10,critical,righting_ability,0.3,NA,NA,NA,Summer,NA,"Southwest Queensland, Australia",Johnson_1972,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,1w,weeks
Litoria gracilenta,Litoria gracilenta_-23,25,-23,143,Litoria,gracilenta,7,38.41694,tmax,NA,NA,5,critical,righting_ability,0.3,NA,NA,NA,Summer,NA,"Southwest Queensland, Australia",Johnson_1972,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,1w,weeks
Litoria gracilenta,Litoria gracilenta_-23,25,-23,143,Litoria,gracilenta,7,38.80782,tmax,NA,NA,5,critical,righting_ability,0.3,NA,NA,NA,Summer,NA,"Southwest Queensland, Australia",Johnson_1972,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,1w,weeks
Litoria gracilenta,Litoria gracilenta_-23,25,-23,143,Litoria,gracilenta,7,38.65147,tmax,NA,NA,8,critical,righting_ability,0.3,NA,NA,NA,Summer,NA,"Southwest Queensland, Australia",Johnson_1972,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,1w,weeks
Litoria gracilenta,Litoria gracilenta_-23,25,-23,143,Litoria,gracilenta,7,39.10098,tmax,NA,NA,7,critical,righting_ability,0.3,NA,NA,NA,Summer,NA,"Southwest Queensland, Australia",Johnson_1972,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,1w,weeks
Litoria gracilenta,Litoria gracilenta_-23,25,-23,143,Litoria,gracilenta,7,39.21824,tmax,NA,NA,7,critical,righting_ability,0.3,NA,NA,NA,Summer,NA,"Southwest Queensland, Australia",Johnson_1972,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,1w,weeks
Litoria gracilenta,Litoria gracilenta_-23,25,-23,143,Litoria,gracilenta,7,38.90554,tmax,NA,NA,4,critical,righting_ability,0.3,NA,NA,NA,Summer,NA,"Southwest Queensland, Australia",Johnson_1972,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,1w,weeks
Litoria gracilenta,Litoria gracilenta_-23,25,-23,143,Litoria,gracilenta,7,38.29967,tmax,NA,NA,8,critical,righting_ability,0.3,NA,NA,NA,Summer,NA,"Southwest Queensland, Australia",Johnson_1972,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,1w,weeks
Litoria gracilenta,Litoria gracilenta_-23,25,-23,143,Litoria,gracilenta,7,37.557,tmax,NA,NA,9,critical,righting_ability,0.3,NA,NA,NA,Summer,NA,"Southwest Queensland, Australia",Johnson_1972,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,1w,weeks
Litoria gracilenta,Litoria gracilenta_-23,25,-23,143,Litoria,gracilenta,7,38.10423,tmax,NA,NA,8,critical,righting_ability,0.3,NA,NA,NA,Summer,NA,"Southwest Queensland, Australia",Johnson_1972,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,1w,weeks
Litoria gracilenta,Litoria gracilenta_-23,25,-23,143,Litoria,gracilenta,7,38.0456,tmax,NA,NA,7,critical,righting_ability,0.3,NA,NA,NA,Summer,NA,"Southwest Queensland, Australia",Johnson_1972,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,1w,weeks
Myrmecocystus depilis,Myrmecocystus depilis_32.32,5,32.32,-106.76,Myrmecocystus,depilis,0,47.2,tmax,1.7,CI,10,critical,righting_ability,1,NA,NA,24,NA,NA,"Las Cruces, New Mexico, USA",Kay_1978,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,terrestrial,terrestrial,NA,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,0h,hours
Myrmecocystus depilis,Myrmecocystus depilis_32.32,5,32.32,-106.76,Myrmecocystus,depilis,1.0416666666666667,46.4,tmax,0.8,CI,10,critical,righting_ability,1,NA,NA,24,NA,NA,"Las Cruces, New Mexico, USA",Kay_1978,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,terrestrial,terrestrial,NA,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,25h,hours
Myrmecocystus depilis,Myrmecocystus depilis_32.32,5,32.32,-106.76,Myrmecocystus,depilis,1.25,47.8,tmax,0.5,CI,5,critical,righting_ability,1,NA,NA,24,NA,NA,"Las Cruces, New Mexico, USA",Kay_1978,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,terrestrial,terrestrial,NA,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,30h,hours
Myrmecocystus depilis,Myrmecocystus depilis_32.32,5,32.32,-106.76,Myrmecocystus,depilis,1.4583333333333333,48.3,tmax,0.7,CI,5,critical,righting_ability,1,NA,NA,24,NA,NA,"Las Cruces, New Mexico, USA",Kay_1978,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,terrestrial,terrestrial,NA,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,35h,hours
Myrmecocystus depilis,Myrmecocystus depilis_32.32,15,32.32,-106.76,Myrmecocystus,depilis,0,47.2,tmax,1.7,CI,10,critical,righting_ability,1,NA,NA,24,NA,NA,"Las Cruces, New Mexico, USA",Kay_1978,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,terrestrial,terrestrial,NA,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,0h,hours
Myrmecocystus depilis,Myrmecocystus depilis_32.32,15,32.32,-106.76,Myrmecocystus,depilis,1.0416666666666667,48,tmax,0.9,CI,5,critical,righting_ability,1,NA,NA,24,NA,NA,"Las Cruces, New Mexico, USA",Kay_1978,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,terrestrial,terrestrial,NA,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,25h,hours
Myrmecocystus depilis,Myrmecocystus depilis_32.32,15,32.32,-106.76,Myrmecocystus,depilis,1.25,47.8,tmax,0.7,CI,5,critical,righting_ability,1,NA,NA,24,NA,NA,"Las Cruces, New Mexico, USA",Kay_1978,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,terrestrial,terrestrial,NA,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,30h,hours
Myrmecocystus depilis,Myrmecocystus depilis_32.32,15,32.32,-106.76,Myrmecocystus,depilis,1.4583333333333333,47.2,tmax,1.2,CI,10,critical,righting_ability,1,NA,NA,24,NA,NA,"Las Cruces, New Mexico, USA",Kay_1978,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,terrestrial,terrestrial,NA,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,35h,hours
Myrmecocystus depilis,Myrmecocystus depilis_32.32,25,32.32,-106.76,Myrmecocystus,depilis,0,47.2,tmax,1.7,CI,10,critical,righting_ability,1,NA,NA,24,NA,NA,"Las Cruces, New Mexico, USA",Kay_1978,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,terrestrial,terrestrial,NA,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,0h,hours
Myrmecocystus depilis,Myrmecocystus depilis_32.32,25,32.32,-106.76,Myrmecocystus,depilis,1.0416666666666667,47.4,tmax,0.9,CI,10,critical,righting_ability,1,NA,NA,24,NA,NA,"Las Cruces, New Mexico, USA",Kay_1978,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,terrestrial,terrestrial,NA,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,25h,hours
Myrmecocystus depilis,Myrmecocystus depilis_32.32,25,32.32,-106.76,Myrmecocystus,depilis,1.25,47,tmax,1.3,CI,5,critical,righting_ability,1,NA,NA,24,NA,NA,"Las Cruces, New Mexico, USA",Kay_1978,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,terrestrial,terrestrial,NA,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,30h,hours
Myrmecocystus depilis,Myrmecocystus depilis_32.32,25,32.32,-106.76,Myrmecocystus,depilis,1.4583333333333333,49.2,tmax,1.7,CI,5,critical,righting_ability,1,NA,NA,24,NA,NA,"Las Cruces, New Mexico, USA",Kay_1978,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,terrestrial,terrestrial,NA,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,35h,hours
Myrmecocystus depilis,Myrmecocystus depilis_32.32,35,32.32,-106.76,Myrmecocystus,depilis,0,47.2,tmax,1.7,CI,10,critical,righting_ability,1,NA,NA,24,NA,NA,"Las Cruces, New Mexico, USA",Kay_1978,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,terrestrial,terrestrial,NA,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,0h,hours
Myrmecocystus depilis,Myrmecocystus depilis_32.32,35,32.32,-106.76,Myrmecocystus,depilis,0.5,48,tmax,1.5,CI,5,critical,righting_ability,1,NA,NA,24,NA,NA,"Las Cruces, New Mexico, USA",Kay_1978,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,terrestrial,terrestrial,NA,FL,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,12h,hours
